Var1,Var2
739015.670138889,1
739015.673611111,1
739015.677083333,1
739015.680555556,1
739015.684027778,1
739015.6875,1
739015.690972222,3
739015.694444444,3
739015.697916667,3
739015.701388889,3
739015.704861111,3
739015.708333333,3
739015.711805556,1
739015.715277778,1
739015.71875,1
739015.722222222,3
739015.725694444,1
739015.729166667,1
739015.732638889,1
739015.736111111,1
739015.739583333,1
739015.743055556,1
739015.746527778,1
739015.75,1
739015.753472222,1
739015.756944444,1
739015.760416667,1
739015.763888889,1
739015.767361111,1
739015.770833333,1
739015.774305556,1
739015.777777778,1
739015.78125,1
739015.784722222,1
739015.788194444,1
739015.791666667,1
739015.795138889,1
739015.798611111,1
739015.802083333,1
739015.805555556,1
739015.809027778,1
739015.8125,1
739015.815972222,1
739015.819444444,1
739015.822916667,1
739015.826388889,1
739015.829861111,1
739015.833333333,1
739015.836805556,1
739015.840277778,1
739015.84375,1
739015.847222222,1
739015.850694444,1
739015.854166667,1
739015.857638889,1
739015.861111111,1
739015.864583333,1
739015.868055556,1
739015.871527778,1
739015.875,1
739015.878472222,1
739015.881944444,1
739015.885416667,1
739015.888888889,1
739015.892361111,3
739015.895833333,0
739015.899305556,1
739015.902777778,3
739015.90625,3
739015.909722222,1
739015.913194444,1
739015.916666667,1
739015.920138889,1
739015.923611111,1
739015.927083333,1
739015.930555556,1
739015.934027778,1
739015.9375,1
739015.940972222,1
739015.944444444,1
739015.947916667,1
739015.951388889,1
739015.954861111,1
739015.958333333,1
739015.961805556,1
739015.965277778,1
739015.96875,1
739015.972222222,1
739015.975694444,1
739015.979166667,1
739015.982638889,1
739015.986111111,1
739015.989583333,1
739015.993055556,1
739015.996527778,1
739016,1
739016.003472222,1
739016.006944444,1
739016.010416667,1
739016.013888889,1
739016.017361111,1
739016.020833333,1
739016.024305556,1
739016.027777778,1
739016.03125,1
739016.034722222,1
739016.038194444,1
739016.041666667,1
739016.045138889,1
739016.048611111,1
739016.052083333,1
739016.055555556,1
739016.059027778,1
739016.0625,3
739016.065972222,3
739016.069444444,3
739016.072916667,3
739016.076388889,3
739016.079861111,3
739016.083333333,3
739016.086805556,3
739016.090277778,3
739016.09375,3
739016.097222222,3
739016.100694444,3
739016.104166667,3
739016.107638889,3
739016.111111111,3
739016.114583333,3
739016.118055556,3
739016.121527778,3
739016.125,3
739016.128472222,1
739016.131944444,1
739016.135416667,1
739016.138888889,1
739016.142361111,1
739016.145833333,1
739016.149305556,1
739016.152777778,1
739016.15625,1
739016.159722222,1
739016.163194444,1
739016.166666667,1
739016.170138889,1
739016.173611111,1
739016.177083333,1
739016.180555556,1
739016.184027778,1
739016.1875,1
739016.190972222,1
739016.194444444,1
739016.197916667,1
739016.201388889,1
739016.204861111,1
739016.208333333,1
739016.211805556,1
739016.215277778,1
739016.21875,1
739016.222222222,1
739016.225694444,1
739016.229166667,1
739016.232638889,1
739016.236111111,1
739016.239583333,1
739016.243055556,1
739016.246527778,1
739016.25,1
739016.253472222,1
739016.256944444,1
739016.260416667,1
739016.263888889,1
739016.267361111,1
739016.270833333,1
739016.274305556,1
739016.277777778,1
739016.28125,1
739016.284722222,1
739016.288194444,1
739016.291666667,1
739016.295138889,1
739016.298611111,1
739016.302083333,1
739016.305555556,1
739016.309027778,1
739016.3125,1
739016.315972222,1
739016.319444444,1
739016.322916667,1
739016.326388889,1
739016.329861111,1
739016.333333333,1
739016.336805556,1
739016.340277778,1
739016.34375,1
739016.347222222,1
739016.350694444,1
739016.354166667,1
739016.357638889,1
739016.361111111,1
739016.364583333,1
739016.368055556,1
739016.371527778,1
739016.375,1
739016.378472222,1
739016.381944444,1
739016.385416667,1
739016.388888889,1
739016.392361111,1
739016.395833333,1
739016.399305556,1
739016.402777778,1
739016.40625,1
739016.409722222,1
739016.413194444,1
739016.416666667,1
739016.420138889,1
739016.423611111,1
739016.427083333,1
739016.430555556,1
739016.434027778,1
739016.4375,1
739016.440972222,1
739016.444444444,1
739016.447916667,1
739016.451388889,1
739016.454861111,1
739016.458333333,1
739016.461805556,1
739016.465277778,1
739016.46875,1
739016.472222222,1
739016.475694444,1
739016.479166667,1
739016.482638889,1
739016.486111111,1
739016.489583333,1
739016.493055556,1
739016.496527778,1
739016.5,1
739016.503472222,1
739016.506944444,1
739016.510416667,1
739016.513888889,1
739016.517361111,1
739016.520833333,1
739016.524305556,1
739016.527777778,1
739016.53125,1
739016.534722222,1
739016.538194444,1
739016.541666667,1
739016.545138889,1
739016.548611111,1
739016.552083333,1
739016.555555556,1
739016.559027778,1
739016.5625,1
739016.565972222,1
739016.569444444,1
739016.572916667,1
739016.576388889,1
739016.579861111,1
739016.583333333,1
739016.586805556,1
739016.590277778,2
739016.59375,1
739016.597222222,2
739016.600694444,1
739016.604166667,1
739016.607638889,1
739016.611111111,1
739016.614583333,1
739016.618055556,1
739016.621527778,1
739016.625,3
739016.628472222,1
739016.631944444,1
739016.635416667,1
739016.638888889,1
739016.642361111,1
739016.645833333,1
739016.649305556,1
739016.652777778,1
739016.65625,1
739016.659722222,1
739016.663194444,1
739016.666666667,1
739016.670138889,1
739016.673611111,1
739016.677083333,1
739016.680555556,1
739016.684027778,1
739016.6875,1
739016.690972222,1
739016.694444444,1
739016.697916667,1
739016.701388889,1
739016.704861111,1
739016.708333333,1
739016.711805556,1
739016.715277778,1
739016.71875,1
739016.722222222,1
739016.725694444,1
739016.729166667,1
739016.732638889,1
739016.736111111,1
739016.739583333,1
739016.743055556,1
739016.746527778,1
739016.75,1
739016.753472222,1
739016.756944444,1
739016.760416667,1
739016.763888889,1
739016.767361111,1
739016.770833333,1
739016.774305556,1
739016.777777778,1
739016.78125,1
739016.784722222,3
739016.788194444,1
739016.791666667,1
739016.795138889,1
739016.798611111,1
739016.802083333,1
739016.805555556,1
739016.809027778,1
739016.8125,1
739016.815972222,1
739016.819444444,1
739016.822916667,1
739016.826388889,1
739016.829861111,1
739016.833333333,1
739016.836805556,1
739016.840277778,1
739016.84375,1
739016.847222222,1
739016.850694444,1
739016.854166667,1
739016.857638889,1
739016.861111111,1
739016.864583333,1
739016.868055556,1
739016.871527778,1
739016.875,1
739016.878472222,1
739016.881944444,1
739016.885416667,1
739016.888888889,1
739016.892361111,1
739016.895833333,1
739016.899305556,1
739016.902777778,1
739016.90625,1
739016.909722222,1
739016.913194444,1
739016.916666667,1
739016.920138889,1
739016.923611111,1
739016.927083333,1
739016.930555556,1
739016.934027778,1
739016.9375,1
739016.940972222,1
739016.944444444,1
739016.947916667,1
739016.951388889,1
739016.954861111,1
739016.958333333,1
739016.961805556,1
739016.965277778,1
739016.96875,1
739016.972222222,1
739016.975694444,3
739016.979166667,1
739016.982638889,1
739016.986111111,1
739016.989583333,1
739016.993055556,1
739016.996527778,1
739017,1
739017.003472222,1
739017.006944444,1
739017.010416667,1
739017.013888889,1
739017.017361111,1
739017.020833333,1
739017.024305556,1
739017.027777778,1
739017.03125,1
739017.034722222,1
739017.038194444,1
739017.041666667,1
739017.045138889,1
739017.048611111,1
739017.052083333,1
739017.055555556,1
739017.059027778,1
739017.0625,1
739017.065972222,1
739017.069444444,1
739017.072916667,3
739017.076388889,1
739017.079861111,1
739017.083333333,1
739017.086805556,0
739017.090277778,1
739017.09375,1
739017.097222222,1
739017.100694444,1
739017.104166667,1
739017.107638889,1
739017.111111111,2
739017.114583333,2
739017.118055556,2
739017.121527778,2
739017.125,2
739017.128472222,2
739017.131944444,2
739017.135416667,2
739017.138888889,2
739017.142361111,2
739017.145833333,2
739017.149305556,2
739017.152777778,1
739017.15625,2
739017.159722222,2
739017.163194444,2
739017.166666667,2
739017.170138889,2
739017.173611111,2
739017.177083333,2
739017.180555556,2
739017.184027778,2
739017.1875,2
739017.190972222,2
739017.194444444,1
739017.197916667,2
739017.201388889,2
739017.204861111,2
739017.208333333,2
739017.211805556,2
739017.215277778,2
739017.21875,2
739017.222222222,2
739017.225694444,2
739017.229166667,2
739017.232638889,2
739017.236111111,2
739017.239583333,2
739017.243055556,2
739017.246527778,2
739017.25,2
739017.253472222,2
739017.256944444,2
739017.260416667,2
739017.263888889,2
739017.267361111,2
739017.270833333,2
739017.274305556,2
739017.277777778,2
739017.28125,2
739017.284722222,2
739017.288194444,2
739017.291666667,2
739017.295138889,2
739017.298611111,2
739017.302083333,2
739017.305555556,2
739017.309027778,2
739017.3125,3
739017.315972222,2
739017.319444444,2
739017.322916667,2
739017.326388889,2
739017.329861111,2
739017.333333333,2
739017.336805556,2
739017.340277778,2
739017.34375,2
739017.347222222,2
739017.350694444,2
739017.354166667,2
739017.357638889,2
739017.361111111,2
739017.364583333,2
739017.368055556,2
739017.371527778,2
739017.375,2
739017.378472222,2
739017.381944444,2
739017.385416667,2
739017.388888889,2
739017.392361111,2
739017.395833333,2
739017.399305556,2
739017.402777778,2
739017.40625,2
739017.409722222,2
739017.413194444,2
739017.416666667,2
739017.420138889,2
739017.423611111,2
739017.427083333,2
739017.430555556,2
739017.434027778,2
739017.4375,2
739017.440972222,2
739017.444444444,2
739017.447916667,2
739017.451388889,2
739017.454861111,1
739017.458333333,2
739017.461805556,2
739017.465277778,2
739017.46875,2
739017.472222222,2
739017.475694444,2
739017.479166667,1
739017.482638889,1
739017.486111111,1
739017.489583333,1
739017.493055556,1
739017.496527778,1
739017.5,1
739017.503472222,1
739017.506944444,1
739017.510416667,1
739017.513888889,1
739017.517361111,1
739017.520833333,1
739017.524305556,1
739017.527777778,1
739017.53125,1
739017.534722222,1
739017.538194444,1
739017.541666667,1
739017.545138889,1
739017.548611111,1
739017.552083333,1
739017.555555556,1
739017.559027778,1
739017.5625,1
739017.565972222,1
739017.569444444,1
739017.572916667,1
739017.576388889,2
739017.579861111,2
739017.583333333,2
739017.586805556,2
739017.590277778,2
739017.59375,2
739017.597222222,2
739017.600694444,2
739017.604166667,2
739017.607638889,2
739017.611111111,2
739017.614583333,2
739017.618055556,2
739017.621527778,2
739017.625,2
739017.628472222,2
739017.631944444,2
739017.635416667,1
739017.638888889,1
739017.642361111,1
739017.645833333,1
739017.649305556,1
739017.652777778,1
739017.65625,1
739017.659722222,1
739017.663194444,3
739017.666666667,3
739017.670138889,1
739017.673611111,3
739017.677083333,2
739017.680555556,2
739017.684027778,2
739017.6875,2
739017.690972222,2
739017.694444444,2
739017.697916667,2
739017.701388889,2
739017.704861111,2
739017.708333333,2
739017.711805556,2
739017.715277778,2
739017.71875,2
739017.722222222,2
739017.725694444,2
739017.729166667,2
739017.732638889,2
739017.736111111,2
739017.739583333,2
739017.743055556,2
739017.746527778,2
739017.75,2
739017.753472222,2
739017.756944444,2
739017.760416667,2
739017.763888889,2
739017.767361111,2
739017.770833333,2
739017.774305556,2
739017.777777778,2
739017.78125,2
739017.784722222,2
739017.788194444,2
739017.791666667,2
739017.795138889,2
739017.798611111,2
739017.802083333,2
739017.805555556,2
739017.809027778,2
739017.8125,2
739017.815972222,2
739017.819444444,2
739017.822916667,2
739017.826388889,2
739017.829861111,2
739017.833333333,2
739017.836805556,2
739017.840277778,2
739017.84375,2
739017.847222222,2
739017.850694444,2
739017.854166667,2
739017.857638889,2
739017.861111111,2
739017.864583333,2
739017.868055556,2
739017.871527778,2
739017.875,2
739017.878472222,2
739017.881944444,2
739017.885416667,2
739017.888888889,2
739017.892361111,2
739017.895833333,2
739017.899305556,2
739017.902777778,2
739017.90625,2
739017.909722222,2
739017.913194444,2
739017.916666667,2
739017.920138889,2
739017.923611111,2
739017.927083333,2
739017.930555556,2
739017.934027778,2
739017.9375,2
739017.940972222,2
739017.944444444,2
739017.947916667,2
739017.951388889,2
739017.954861111,2
739017.958333333,2
739017.961805556,2
739017.965277778,2
739017.96875,2
739017.972222222,2
739017.975694444,2
739017.979166667,2
739017.982638889,2
739017.986111111,2
739017.989583333,2
739017.993055556,2
739017.996527778,2
739018,2
739018.003472222,2
739018.006944444,2
739018.010416667,2
739018.013888889,2
739018.017361111,2
739018.020833333,2
739018.024305556,2
739018.027777778,2
739018.03125,2
739018.034722222,2
739018.038194444,2
739018.041666667,2
739018.045138889,2
739018.048611111,2
739018.052083333,2
739018.055555556,2
739018.059027778,2
739018.0625,2
739018.065972222,2
739018.069444444,2
739018.072916667,2
739018.076388889,2
739018.079861111,2
739018.083333333,2
739018.086805556,2
739018.090277778,2
739018.09375,2
739018.097222222,2
739018.100694444,2
739018.104166667,2
739018.107638889,2
739018.111111111,2
739018.114583333,2
739018.118055556,2
739018.121527778,2
739018.125,2
739018.128472222,2
739018.131944444,2
739018.135416667,2
739018.138888889,2
739018.142361111,2
739018.145833333,2
739018.149305556,2
739018.152777778,2
739018.15625,2
739018.159722222,2
739018.163194444,2
739018.166666667,2
739018.170138889,2
739018.173611111,2
739018.177083333,2
739018.180555556,2
739018.184027778,2
739018.1875,2
739018.190972222,2
739018.194444444,2
739018.197916667,1
739018.201388889,2
739018.204861111,2
739018.208333333,2
739018.211805556,2
739018.215277778,2
739018.21875,2
739018.222222222,2
739018.225694444,2
739018.229166667,2
739018.232638889,2
739018.236111111,2
739018.239583333,2
739018.243055556,2
739018.246527778,2
739018.25,2
739018.253472222,2
739018.256944444,2
739018.260416667,2
739018.263888889,2
739018.267361111,2
739018.270833333,2
739018.274305556,0
739018.277777778,2
739018.28125,2
739018.284722222,2
739018.288194444,2
739018.291666667,2
739018.295138889,2
739018.298611111,2
739018.302083333,2
739018.305555556,2
739018.309027778,2
739018.3125,2
739018.315972222,2
739018.319444444,2
739018.322916667,2
739018.326388889,2
739018.329861111,2
739018.333333333,2
739018.336805556,2
739018.340277778,2
739018.34375,2
739018.347222222,2
739018.350694444,2
739018.354166667,2
739018.357638889,2
739018.361111111,2
739018.364583333,2
739018.368055556,2
739018.371527778,2
739018.375,2
739018.378472222,2
739018.381944444,2
739018.385416667,2
739018.388888889,2
739018.392361111,2
739018.395833333,2
739018.399305556,2
739018.402777778,2
739018.40625,2
739018.409722222,2
739018.413194444,2
739018.416666667,2
739018.420138889,2
739018.423611111,2
739018.427083333,2
739018.430555556,2
739018.434027778,2
739018.4375,2
739018.440972222,2
739018.444444444,2
739018.447916667,2
739018.451388889,2
739018.454861111,2
739018.458333333,2
739018.461805556,2
739018.465277778,2
739018.46875,2
739018.472222222,2
739018.475694444,2
739018.479166667,2
739018.482638889,2
739018.486111111,2
739018.489583333,2
739018.493055556,2
739018.496527778,2
739018.5,2
739018.503472222,2
739018.506944444,2
739018.510416667,2
739018.513888889,2
739018.517361111,2
739018.520833333,2
739018.524305556,2
739018.527777778,2
739018.53125,2
739018.534722222,2
739018.538194444,2
739018.541666667,2
739018.545138889,2
739018.548611111,2
739018.552083333,2
739018.555555556,2
739018.559027778,2
739018.5625,2
739018.565972222,2
739018.569444444,2
739018.572916667,2
739018.576388889,2
739018.579861111,2
739018.583333333,2
739018.586805556,2
739018.590277778,2
739018.59375,2
739018.597222222,2
739018.600694444,2
739018.604166667,2
739018.607638889,2
739018.611111111,2
739018.614583333,2
739018.618055556,2
739018.621527778,2
739018.625,2
739018.628472222,2
739018.631944444,2
739018.635416667,2
739018.638888889,2
739018.642361111,2
739018.645833333,2
739018.649305556,2
739018.652777778,2
739018.65625,2
739018.659722222,2
739018.663194444,2
739018.666666667,2
739018.670138889,2
739018.673611111,2
739018.677083333,2
739018.680555556,2
739018.684027778,2
739018.6875,2
739018.690972222,2
739018.694444444,2
739018.697916667,2
739018.701388889,2
739018.704861111,2
739018.708333333,2
739018.711805556,2
739018.715277778,2
739018.71875,2
739018.722222222,2
739018.725694444,2
739018.729166667,2
739018.732638889,2
739018.736111111,2
739018.739583333,2
739018.743055556,2
739018.746527778,2
739018.75,2
739018.753472222,2
739018.756944444,2
739018.760416667,2
739018.763888889,2
739018.767361111,2
739018.770833333,2
739018.774305556,2
739018.777777778,2
739018.78125,2
739018.784722222,2
739018.788194444,2
739018.791666667,2
739018.795138889,2
739018.798611111,2
739018.802083333,2
739018.805555556,2
739018.809027778,2
739018.8125,2
739018.815972222,2
739018.819444444,2
739018.822916667,2
739018.826388889,2
739018.829861111,2
739018.833333333,2
739018.836805556,2
739018.840277778,2
739018.84375,2
739018.847222222,2
739018.850694444,2
739018.854166667,2
739018.857638889,2
739018.861111111,2
739018.864583333,2
739018.868055556,2
739018.871527778,2
739018.875,2
739018.878472222,2
739018.881944444,2
739018.885416667,2
739018.888888889,2
739018.892361111,2
739018.895833333,2
739018.899305556,2
739018.902777778,2
739018.90625,2
739018.909722222,2
739018.913194444,2
739018.916666667,2
739018.920138889,2
739018.923611111,2
739018.927083333,2
739018.930555556,2
739018.934027778,2
739018.9375,2
739018.940972222,2
739018.944444444,2
739018.947916667,2
739018.951388889,2
739018.954861111,2
739018.958333333,2
739018.961805556,2
739018.965277778,2
739018.96875,2
739018.972222222,2
739018.975694444,2
739018.979166667,2
739018.982638889,2
739018.986111111,2
739018.989583333,2
739018.993055556,2
739018.996527778,2
739019,2
739019.003472222,2
739019.006944444,2
739019.010416667,2
739019.013888889,2
739019.017361111,2
739019.020833333,2
739019.024305556,2
739019.027777778,2
739019.03125,2
739019.034722222,2
739019.038194444,2
739019.041666667,2
739019.045138889,2
739019.048611111,2
739019.052083333,2
739019.055555556,2
739019.059027778,2
739019.0625,2
739019.065972222,2
739019.069444444,2
739019.072916667,2
739019.076388889,2
739019.079861111,2
739019.083333333,2
739019.086805556,2
739019.090277778,2
739019.09375,2
739019.097222222,2
739019.100694444,2
739019.104166667,2
739019.107638889,2
739019.111111111,2
739019.114583333,2
739019.118055556,2
739019.121527778,2
739019.125,2
739019.128472222,2
739019.131944444,2
739019.135416667,2
739019.138888889,2
739019.142361111,2
739019.145833333,2
739019.149305556,2
739019.152777778,2
739019.15625,2
739019.159722222,2
739019.163194444,2
739019.166666667,2
739019.170138889,1
739019.173611111,1
739019.177083333,1
739019.180555556,1
739019.184027778,1
739019.1875,1
739019.190972222,2
739019.194444444,1
739019.197916667,1
739019.201388889,2
739019.204861111,2
739019.208333333,2
739019.211805556,2
739019.215277778,2
739019.21875,1
739019.222222222,1
739019.225694444,2
739019.229166667,2
739019.232638889,2
739019.236111111,2
739019.239583333,2
739019.243055556,2
739019.246527778,2
739019.25,2
739019.253472222,2
739019.256944444,2
739019.260416667,2
739019.263888889,2
739019.267361111,2
739019.270833333,2
739019.274305556,2
739019.277777778,2
739019.28125,2
739019.284722222,2
739019.288194444,2
739019.291666667,2
739019.295138889,2
739019.298611111,2
739019.302083333,2
739019.305555556,2
739019.309027778,2
739019.3125,2
739019.315972222,2
739019.319444444,2
739019.322916667,1
739019.326388889,2
739019.329861111,1
739019.333333333,1
739019.336805556,1
739019.340277778,1
739019.34375,1
739019.347222222,1
739019.350694444,1
739019.354166667,1
739019.357638889,1
739019.361111111,1
739019.364583333,1
739019.368055556,3
739019.371527778,1
739019.375,3
739019.378472222,3
739019.381944444,3
739019.385416667,3
739019.388888889,2
739019.392361111,2
739019.395833333,2
739019.399305556,2
739019.402777778,2
739019.40625,2
739019.409722222,2
739019.413194444,2
739019.416666667,2
739019.420138889,2
739019.423611111,2
739019.427083333,2
739019.430555556,2
739019.434027778,2
739019.4375,2
739019.440972222,2
739019.444444444,2
739019.447916667,2
739019.451388889,2
739019.454861111,1
739019.458333333,1
739019.461805556,1
739019.465277778,1
739019.46875,1
739019.472222222,1
739019.475694444,1
739019.479166667,1
739019.482638889,3
739019.486111111,1
739019.489583333,3
739019.493055556,3
739019.496527778,2
739019.5,2
739019.503472222,2
739019.506944444,2
739019.510416667,2
739019.513888889,2
739019.517361111,2
739019.520833333,2
739019.524305556,2
739019.527777778,2
739019.53125,2
739019.534722222,2
739019.538194444,2
739019.541666667,2
739019.545138889,2
739019.548611111,2
739019.552083333,2
739019.555555556,2
739019.559027778,2
739019.5625,2
739019.565972222,2
739019.569444444,2
739019.572916667,2
739019.576388889,2
739019.579861111,2
739019.583333333,2
739019.586805556,2
739019.590277778,2
739019.59375,2
739019.597222222,2
739019.600694444,2
739019.604166667,2
739019.607638889,2
739019.611111111,2
739019.614583333,2
739019.618055556,2
739019.621527778,2
739019.625,2
739019.628472222,2
739019.631944444,1
739019.635416667,2
739019.638888889,2
739019.642361111,3
739019.645833333,2
739019.649305556,2
739019.652777778,2
739019.65625,2
739019.659722222,2
739019.663194444,2
739019.666666667,2
739019.670138889,2
739019.673611111,3
739019.677083333,3
739019.680555556,3
739019.684027778,2
739019.6875,1
739019.690972222,3
739019.694444444,1
739019.697916667,3
739019.701388889,3
739019.704861111,3
739019.708333333,3
739019.711805556,3
739019.715277778,3
739019.71875,3
739019.722222222,3
739019.725694444,3
739019.729166667,3
739019.732638889,3
739019.736111111,3
739019.739583333,3
739019.743055556,3
739019.746527778,3
739019.75,3
739019.753472222,3
739019.756944444,3
739019.760416667,3
739019.763888889,1
739019.767361111,1
739019.770833333,3
739019.774305556,3
739019.777777778,2
739019.78125,3
739019.784722222,2
739019.788194444,1
739019.791666667,3
739019.795138889,1
739019.798611111,1
739019.802083333,1
739019.805555556,1
739019.809027778,3
739019.8125,1
739019.815972222,3
739019.819444444,3
739019.822916667,2
739019.826388889,3
739019.829861111,1
739019.833333333,1
739019.836805556,1
739019.840277778,1
739019.84375,1
739019.847222222,1
739019.850694444,1
739019.854166667,1
739019.857638889,1
739019.861111111,1
739019.864583333,1
739019.868055556,1
739019.871527778,3
739019.875,1
739019.878472222,2
739019.881944444,2
739019.885416667,2
739019.888888889,1
739019.892361111,1
739019.895833333,1
739019.899305556,3
739019.902777778,1
739019.90625,1
739019.909722222,1
739019.913194444,1
739019.916666667,1
739019.920138889,1
739019.923611111,1
739019.927083333,3
739019.930555556,1
739019.934027778,1
739019.9375,1
739019.940972222,1
739019.944444444,1
739019.947916667,1
739019.951388889,1
739019.954861111,1
739019.958333333,1
739019.961805556,1
739019.965277778,3
739019.96875,1
739019.972222222,1
739019.975694444,1
739019.979166667,2
739019.982638889,2
739019.986111111,1
739019.989583333,1
739019.993055556,1
739019.996527778,3
739020,3
739020.003472222,1
739020.006944444,1
739020.010416667,1
739020.013888889,1
739020.017361111,1
739020.020833333,1
739020.024305556,1
739020.027777778,1
739020.03125,1
739020.034722222,1
739020.038194444,1
739020.041666667,1
739020.045138889,1
739020.048611111,1
739020.052083333,1
739020.055555556,1
739020.059027778,1
739020.0625,1
739020.065972222,1
739020.069444444,1
739020.072916667,1
739020.076388889,1
739020.079861111,1
739020.083333333,1
739020.086805556,3
739020.090277778,3
739020.09375,3
739020.097222222,1
739020.100694444,1
739020.104166667,3
739020.107638889,3
739020.111111111,3
739020.114583333,3
739020.118055556,3
739020.121527778,3
739020.125,3
739020.128472222,3
739020.131944444,1
739020.135416667,3
739020.138888889,3
739020.142361111,3
739020.145833333,3
739020.149305556,3
739020.152777778,1
739020.15625,1
739020.159722222,3
739020.163194444,1
739020.166666667,1
739020.170138889,2
739020.173611111,2
739020.177083333,2
739020.180555556,2
739020.184027778,2
739020.1875,2
739020.190972222,2
739020.194444444,2
739020.197916667,1
739020.201388889,1
739020.204861111,3
739020.208333333,1
739020.211805556,1
739020.215277778,3
739020.21875,3
739020.222222222,3
739020.225694444,1
739020.229166667,1
739020.232638889,3
739020.236111111,3
739020.239583333,2
739020.243055556,1
739020.246527778,1
739020.25,2
739020.253472222,2
739020.256944444,2
739020.260416667,2
739020.263888889,2
739020.267361111,2
739020.270833333,3
739020.274305556,3
739020.277777778,2
739020.28125,2
739020.284722222,3
739020.288194444,2
739020.291666667,2
739020.295138889,2
739020.298611111,2
739020.302083333,2
739020.305555556,2
739020.309027778,2
739020.3125,2
739020.315972222,2
739020.319444444,2
739020.322916667,2
739020.326388889,3
739020.329861111,3
739020.333333333,3
739020.336805556,3
739020.340277778,3
739020.34375,3
739020.347222222,3
739020.350694444,1
739020.354166667,3
739020.357638889,2
739020.361111111,2
739020.364583333,3
739020.368055556,3
739020.371527778,3
739020.375,3
739020.378472222,3
739020.381944444,3
739020.385416667,3
739020.388888889,3
739020.392361111,3
739020.395833333,3
739020.399305556,3
739020.402777778,3
739020.40625,3
739020.409722222,3
739020.413194444,3
739020.416666667,3
739020.420138889,3
739020.423611111,3
739020.427083333,3
739020.430555556,3
739020.434027778,3
739020.4375,3
739020.440972222,3
739020.444444444,3
739020.447916667,3
739020.451388889,3
739020.454861111,3
739020.458333333,3
739020.461805556,3
739020.465277778,3
739020.46875,3
739020.472222222,3
739020.475694444,3
739020.479166667,3
739020.482638889,1
739020.486111111,1
739020.489583333,1
739020.493055556,1
739020.496527778,1
739020.5,1
739020.503472222,1
739020.506944444,1
739020.510416667,1
739020.513888889,1
739020.517361111,1
739020.520833333,3
739020.524305556,3
739020.527777778,3
739020.53125,1
739020.534722222,3
739020.538194444,1
739020.541666667,1
739020.545138889,2
739020.548611111,2
739020.552083333,1
739020.555555556,2
739020.559027778,2
739020.5625,1
739020.565972222,1
739020.569444444,1
739020.572916667,1
739020.576388889,1
739020.579861111,2
739020.583333333,1
739020.586805556,1
739020.590277778,2
739020.59375,2
739020.597222222,2
739020.600694444,2
739020.604166667,1
739020.607638889,1
739020.611111111,1
739020.614583333,1
739020.618055556,2
739020.621527778,2
739020.625,1
739020.628472222,1
739020.631944444,2
739020.635416667,1
739020.638888889,2
739020.642361111,1
739020.645833333,1
739020.649305556,1
739020.652777778,1
739020.65625,1
739020.659722222,1
739020.663194444,1
739020.666666667,1
739020.670138889,1
739020.673611111,1
739020.677083333,1
739020.680555556,1
739020.684027778,1
739020.6875,1
739020.690972222,1
739020.694444444,1
739020.697916667,1
739020.701388889,3
739020.704861111,3
739020.708333333,1
739020.711805556,3
739020.715277778,3
739020.71875,1
739020.722222222,1
739020.725694444,1
739020.729166667,1
739020.732638889,1
739020.736111111,3
739020.739583333,1
739020.743055556,1
739020.746527778,1
739020.75,1
739020.753472222,1
739020.756944444,3
739020.760416667,1
739020.763888889,1
739020.767361111,1
739020.770833333,1
739020.774305556,1
739020.777777778,1
739020.78125,1
739020.784722222,1
739020.788194444,1
739020.791666667,1
739020.795138889,1
739020.798611111,1
739020.802083333,1
739020.805555556,1
739020.809027778,1
739020.8125,1
739020.815972222,1
739020.819444444,1
739020.822916667,1
739020.826388889,1
739020.829861111,1
739020.833333333,1
739020.836805556,1
739020.840277778,1
739020.84375,3
739020.847222222,1
739020.850694444,1
739020.854166667,1
739020.857638889,1
739020.861111111,1
739020.864583333,1
739020.868055556,1
739020.871527778,1
739020.875,1
739020.878472222,1
739020.881944444,1
739020.885416667,1
739020.888888889,1
739020.892361111,1
739020.895833333,1
739020.899305556,1
739020.902777778,1
739020.90625,1
739020.909722222,1
739020.913194444,1
739020.916666667,1
739020.920138889,1
739020.923611111,1
739020.927083333,1
739020.930555556,1
739020.934027778,1
739020.9375,1
739020.940972222,1
739020.944444444,1
739020.947916667,1
739020.951388889,1
739020.954861111,1
739020.958333333,1
739020.961805556,1
739020.965277778,1
739020.96875,1
739020.972222222,1
739020.975694444,1
739020.979166667,1
739020.982638889,1
739020.986111111,1
739020.989583333,1
739020.993055556,1
739020.996527778,1
739021,1
739021.003472222,1
739021.006944444,3
739021.010416667,1
739021.013888889,1
739021.017361111,1
739021.020833333,1
739021.024305556,1
739021.027777778,1
739021.03125,3
739021.034722222,1
739021.038194444,1
739021.041666667,1
739021.045138889,1
739021.048611111,1
739021.052083333,1
739021.055555556,1
739021.059027778,1
739021.0625,1
739021.065972222,1
739021.069444444,1
739021.072916667,1
739021.076388889,1
739021.079861111,1
739021.083333333,1
739021.086805556,1
739021.090277778,1
739021.09375,1
739021.097222222,1
739021.100694444,1
739021.104166667,1
739021.107638889,1
739021.111111111,1
739021.114583333,1
739021.118055556,1
739021.121527778,1
739021.125,1
739021.128472222,1
739021.131944444,1
739021.135416667,1
739021.138888889,1
739021.142361111,1
739021.145833333,1
739021.149305556,1
739021.152777778,1
